|l1filename                                        |l1filepath                                                                 |l1propint |qobject                                           |object                                            |qra                 |qdec                |date_obs                     |exptime     |obsmode    |obstype    |program         |piname                                            |datalvl   |seeing    |airmass         |moonagl   |ra                    |dec                   |
|char                                              |char                                                                       |int       |char                                              |char                                              |char                |char                |char                         |double      |char       |char       |char            |char                                              |int       |double    |double          |double    |double                |double                |
|                                                  |                                                                           |months    |                                                  |                                                  |sexagesimal         |sexagesimal         |                             |s           |           |           |                |                                                  |          |arcsec    |secZ            |deg       |deg                   |deg                   |
|null                                              |null                                                                       |null      |null                                              |null                                              |null                |null                |null                         |null        |null       |null       |null            |null                                              |null      |null      |null            |null      |null                  |null                  |
 neidL1_20210116T141411.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T141411.fits                           0          -999999                                            FlatBB Cal-HRSci                                   -999999              -999999              2021-01-16 14:14:11.000       69.781940    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           71.2511    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T141558.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T141558.fits                           0          -999999                                            FlatBB Cal-HRSci                                   -999999              -999999              2021-01-16 14:15:58.000       69.801466    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           71.3027    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T141744.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T141744.fits                           0          -999999                                            FlatBB Cal-HRSci                                   -999999              -999999              2021-01-16 14:17:44.000       69.766607    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           71.3537    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T141931.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T141931.fits                           0          -999999                                            FlatBB Cal-HRSci                                   -999999              -999999              2021-01-16 14:19:31.000       69.863913    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           71.4049    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144030.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144030.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:40:30.000       5.781053     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           71.9976    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144109.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144109.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:41:09.000       5.871351     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.0156    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144149.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144149.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:41:49.000       5.792723     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.0342    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144228.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144228.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:42:28.000       5.820617     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.0520    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144308.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144308.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:43:08.000       5.790315     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.0704    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144347.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144347.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:43:47.000       5.826109     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.0883    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144426.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144426.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:44:26.000       5.788232     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.1062    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144505.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144505.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:45:05.000       5.835732     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.1240    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144545.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144545.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:45:45.000       5.769888     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.1423    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144624.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144624.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:46:24.000       5.865145     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.1601    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144704.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144704.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:47:04.000       5.745348     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.1784    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144743.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144743.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:47:43.000       5.830327     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.1962    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144823.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144823.fits                           0          -999999                                            LDLS Cal-HRSky                                     -999999              -999999              2021-01-16 14:48:23.000       5.792381     hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.2144    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T144910.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T144910.fits                           0          -999999                                            FlatBB Cal-HRSky                                   -999999              -999999              2021-01-16 14:49:10.000       69.827430    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.2358    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T145056.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T145056.fits                           0          -999999                                            FlatBB Cal-HRSky                                   -999999              -999999              2021-01-16 14:50:56.000       69.780278    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.2837    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T145243.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T145243.fits                           0          -999999                                            FlatBB Cal-HRSky                                   -999999              -999999              2021-01-16 14:52:43.000       69.855335    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.3320    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T145429.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T145429.fits                           0          -999999                                            FlatBB Cal-HRSky                                   -999999              -999999              2021-01-16 14:54:29.000       69.784659    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.3796    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T145616.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T145616.fits                           0          -999999                                            FlatBB Cal-HRSky                                   -999999              -999999              2021-01-16 14:56:16.000       69.836001    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.4275    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T145954.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T145954.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 14:59:54.000       5.767360     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.5245    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150033.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150033.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:00:33.000       5.802111     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.5418    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150113.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150113.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:01:13.000       5.782110     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.5594    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150152.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150152.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:01:52.000       5.807273     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.5767    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150232.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150232.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:02:32.000       5.780875     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.5939    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150311.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150311.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:03:11.000       5.819248     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.6115    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150350.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150350.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:03:50.000       5.803380     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.6286    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150429.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150429.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:04:29.000       5.819817     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.6456    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150509.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150509.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:05:09.000       5.794632     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.6627    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150548.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150548.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:05:48.000       5.793304     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.6802    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150627.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150627.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:06:27.000       5.836831     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.6974    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150706.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150706.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:07:06.000       5.802668     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.7143    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150745.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150745.fits                           0          -999999                                            LDLS HESci                                         -999999              -999999              2021-01-16 15:07:45.000       5.778104     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.7312    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T150832.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T150832.fits                           0          -999999                                            FlatBB HESci                                       -999999              -999999              2021-01-16 15:08:32.000       69.793429    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.7516    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T151019.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T151019.fits                           0          -999999                                            FlatBB HESci                                       -999999              -999999              2021-01-16 15:10:19.000       69.819361    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.7979    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T151205.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T151205.fits                           0          -999999                                            FlatBB HESci                                       -999999              -999999              2021-01-16 15:12:05.000       69.770414    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.8434    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T151352.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T151352.fits                           0          -999999                                            FlatBB HESci                                       -999999              -999999              2021-01-16 15:13:52.000       69.827789    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.8893    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T151539.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T151539.fits                           0          -999999                                            FlatBB HESci                                       -999999              -999999              2021-01-16 15:15:39.000       69.692021    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.9350    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T151740.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T151740.fits                           0          -999999                                            Etalon HESci                                       -999999              -999999              2021-01-16 15:17:40.000       59.785583    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.9863    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T151914.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T151914.fits                           0          -999999                                            Etalon HESci                                       -999999              -999999              2021-01-16 15:19:14.000       59.761659    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.0260    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T152048.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T152048.fits                           0          -999999                                            Etalon HESci                                       -999999              -999999              2021-01-16 15:20:48.000       59.738068    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.0655    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T152230.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T152230.fits                           0          -999999                                            LFC HESci                                          -999999              -999999              2021-01-16 15:22:30.000       59.747102    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.1081    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T152405.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T152405.fits                           0          -999999                                            LFC HESci                                          -999999              -999999              2021-01-16 15:24:05.000       59.816932    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.1473    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T152539.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T152539.fits                           0          -999999                                            LFC HESci                                          -999999              -999999              2021-01-16 15:25:39.000       59.744176    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.1866    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T152724.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T152724.fits                           0          -999999                                            ThArS HESci                                        -999999              -999999              2021-01-16 15:27:24.000       479.787969   he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.2298    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T153717.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T153717.fits                           0          -999999                                            Etalon HESky                                       -999999              -999999              2021-01-16 15:37:17.000       59.779055    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.4699    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T153852.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T153852.fits                           0          -999999                                            Etalon HESky                                       -999999              -999999              2021-01-16 15:38:52.000       59.842042    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.5073    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154026.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154026.fits                           0          -999999                                            Etalon HESky                                       -999999              -999999              2021-01-16 15:40:26.000       59.752326    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.5448    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154208.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154208.fits                           0          -999999                                            LFC HESky                                          -999999              -999999              2021-01-16 15:42:08.000       59.782029    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.5849    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154342.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154342.fits                           0          -999999                                            LFC HESky                                          -999999              -999999              2021-01-16 15:43:42.000       59.767657    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.6216    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154517.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154517.fits                           0          -999999                                            LFC HESky                                          -999999              -999999              2021-01-16 15:45:17.000       59.817068    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.6581    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154700.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154700.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:47:00.000       5.740540     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.6983    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154739.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154739.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:47:39.000       5.779383     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.7133    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154819.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154819.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:48:19.000       5.782172     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.7285    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154858.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154858.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:48:58.000       5.809261     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.7436    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T154937.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T154937.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:49:37.000       5.774280     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.7585    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155017.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155017.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:50:17.000       5.794626     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.7737    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155056.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155056.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:50:56.000       5.766836     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.7885    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155136.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155136.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:51:36.000       5.825673     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.8037    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155215.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155215.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:52:15.000       5.796871     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.8184    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155254.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155254.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:52:54.000       5.832984     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.8331    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155333.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155333.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:53:33.000       5.818413     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.8478    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155412.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155412.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:54:12.000       5.808007     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.8624    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155452.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155452.fits                           0          -999999                                            LDLS HESky                                         -999999              -999999              2021-01-16 15:54:52.000       5.800083     he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.8773    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155540.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155540.fits                           0          -999999                                            FlatBB HESky                                       -999999              -999999              2021-01-16 15:55:40.000       69.821720    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.8948    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155726.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155726.fits                           0          -999999                                            FlatBB HESky                                       -999999              -999999              2021-01-16 15:57:26.000       69.782580    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.9347    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T155913.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T155913.fits                           0          -999999                                            FlatBB HESky                                       -999999              -999999              2021-01-16 15:59:13.000       69.866432    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.9738    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T160059.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T160059.fits                           0          -999999                                            FlatBB HESky                                       -999999              -999999              2021-01-16 16:00:59.000       69.818408    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           74.0129    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T160246.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T160246.fits                           0          -999999                                            FlatBB HESky                                       -999999              -999999              2021-01-16 16:02:46.000       69.757985    he          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           74.0520    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T230435.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T230435.fits                           0          -999999                                            LFC Cal-HRSky                                      -999999              -999999              2021-01-16 23:04:35.000       59.821974    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.0402    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T230609.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T230609.fits                           0          -999999                                            LFC Cal-HRSky                                      -999999              -999999              2021-01-16 23:06:09.000       59.815735    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           73.0007    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T230743.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T230743.fits                           0          -999999                                            LFC Cal-HRSky                                      -999999              -999999              2021-01-16 23:07:43.000       59.795816    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.1587           72.9607    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T230925.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T230925.fits                           0          -999999                                            Etalon Cal-HRSky                                   -999999              -999999              2021-01-16 23:09:25.000       59.842677    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0435           72.8657    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T231059.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T231059.fits                           0          -999999                                            Etalon Cal-HRSky                                   -999999              -999999              2021-01-16 23:10:59.000       59.760892    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0417           76.8404    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T231234.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T231234.fits                           0          -999999                                            Etalon Cal-HRSky                                   -999999              -999999              2021-01-16 23:12:34.000       59.834955    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0400           65.3021    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T231521.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T231521.fits                           0          -999999                                            Etalon Cal-HRSci                                   -999999              -999999              2021-01-16 23:15:21.000       59.800071    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0370           64.6681    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T231656.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T231656.fits                           0          -999999                                            Etalon Cal-HRSci                                   -999999              -999999              2021-01-16 23:16:56.000       59.823708    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0353           44.4804    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T231830.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T231830.fits                           0          -999999                                            Etalon Cal-HRSci                                   -999999              -999999              2021-01-16 23:18:30.000       59.818782    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0337           63.9488    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T232012.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T232012.fits                           0          -999999                                            LFC Cal-HRSci                                      -999999              -999999              2021-01-16 23:20:12.000       59.828734    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0321           63.5597    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T232146.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T232146.fits                           0          -999999                                            LFC Cal-HRSci                                      -999999              -999999              2021-01-16 23:21:46.000       59.824323    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0306           63.2026    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T232321.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T232321.fits                           0          -999999                                            LFC Cal-HRSci                                      -999999              -999999              2021-01-16 23:23:21.000       59.861513    hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0291           62.8399    -9.99000000000000e+01  -9.99000000000000e+01  
 neidL1_20210116T232507.fits                        sci/2021/01/16/l1/pv2/neidL1_20210116T232507.fits                           0          -999999                                            ThArS Cal-HRSci                                    -999999              -999999              2021-01-16 23:25:07.000       479.754330   hr          Cal         2020B-2013       Logsdon                                            1          0.0000     1.0275           62.4363    -9.99000000000000e+01  -9.99000000000000e+01  
